355050509-57;Cleber F C Parker;CPark355;Par604
251217665-48;Carlos J K Duncan;CDunc251;Dun966
065534282-60;Daniela E I Domingues;DDomi065;Dom381
104851594-44;Carlos D D Heredia;CHere104;Her463
447441006-65;Cristina F C Damascena;CDama447;Dam191
524633661-23;Jonathan G C Garcia;JGarc524;Gar886
293609379-50;Cristina L G Murta;CMurt293;Mur107
444041955-37;Francisco M I Ferreira;FFerr444;Fer698
652921347-11;Sabine K L Oliveira;SOliv652;Oli501
143772193-69;Thiago A M Leal;TLeal143;Lea610
215400986-72;Sandra H E Dias;SDias215;Dia188
149215254-27;Amália D E Alves;AAlve149;Alv932
330240761-77;Francisco B G Dias;FDias330;Dia888
293530714-02;Márcia H L Marques;MMarq293;Mar275
072377601-40;Carlos I H Avelino;CAvel072;Ave581
418990229-12;Francisco F E Heredia;FHere418;Her262
404298083-51;Walber G I Martin;WMart404;Mar832
568955217-13;Gabriel E K Bryant;GBrya568;Bry202
360049209-66;Arthur M I Santos;ASant360;San547
219042436-47;Cleber H H Ferreira;CFerr219;Fer970
113759062-52;Sabine F F Madsen;SMads113;Mad248
435011910-98;Orclevio G E Sanders;OSand435;San828
523964034-98;Orlando D K Ximenes;OXime523;Xim126
420479981-31;Rodrigo H F Mattos;RMatt420;Mat726
389018193-73;Márcia I D Martins;MMart389;Mar488
606144329-07;Gabriela B B Madsen;GMads606;Mad251
443686502-90;Gilberto C F Rodrigues;GRodr443;Rod116
217012419-55;Pedro J F Alves;PAlve217;Alv636
564825281-23;Leonardo C C Garcia;LGarc564;Gar458
478530190-54;Emanuel E C Santos;ESant478;San487
280095947-40;Mirella J M Murta;MMurt280;Mur761
576794628-11;Gilberto C A Domingues;GDomi576;Dom725
313264239-29;Jardel J D Baker;JBake313;Bak472
641000832-90;Juliana M L Mandacaru;JMand641;Man456
425334762-56;Tamara G E Dias;TDias425;Dia517
126908606-20;Gabriela F J Salah;GSala126;Sal822
339635515-80;Cristina E L Fernandes;CFern339;Fer191
665932289-05;Rodrigo D F Damascena;RDama665;Dam591
062990007-89;Isabela J A Oliveira;IOliv062;Oli270
398401314-70;Bárbara M F Madsen;BMads398;Mad565
066843082-39;Orclevio A A Teixeira;OTeix066;Tei891
472752282-72;Gabriela H E Amaral;GAmar472;Ama765
300110869-97;Lucas F I Rodrigues;LRodr300;Rod621
180601856-80;Rodrigo A B Martins;RMart180;Mar431
451327417-91;Ruver A F Bryant;RBrya451;Bry676
659423818-05;Marcus C K Moreira;MMore659;Mor877
495060189-51;Gilberto D K Martins;GMart495;Mar553
425877510-78;Pedro G M Murray;PMurr425;Mur894
319005586-94;Sabine L D Garcia;SGarc319;Gar725
370311249-69;Pedro A A Bryant;PBrya370;Bry117
468459585-53;Nicky M K deJesus;NdeJe468;deJ125
324055301-05;Athos E B Alves;AAlve324;Alv269
298749559-11;Orlando B F Dutra;ODutr298;Dut957
511003649-18;Arthur G C Santos;ASant511;San370
187418313-90;Orlando B H Damascena;ODama187;Dam886
633538309-09;Amália D I Salah;ASala633;Sal839
499797932-97;Cleber D A Teixeira;CTeix499;Tei485
187329267-29;Orlando B J Alves;OAlve187;Alv117
527317443-05;Gabriela M K Heredia;GHere527;Her310
278301624-10;Tamara B M Damascena;TDama278;Dam666
495660330-20;Nicky F K Santarém;NSant495;San543
545617507-75;Andressa K K Ferreira;AFerr545;Fer848
109805505-51;Juliana B B Dias;JDias109;Dia185
233976031-12;Rodrigo K H Martin;RMart233;Mar961
101643259-49;Juliana G D Oliveira;JOliv101;Oli535
661234206-33;Daniela D L Heredia;DHere661;Her611
416745110-65;Isabela E B Tavares;ITava416;Tav967
434408131-20;Anna I D Silva;ASilv434;Sil587
418225962-22;Daniela I H Barros;DBarr418;Bar614
398329660-47;Luiz K C Oliveira;LOliv398;Oli514
396826502-18;Sabine L G Logan;SLoga396;Log140
047506699-41;Leticia J K Santos;LSant047;San514
240217749-67;Bruno K E Carmo;BCarm240;Car489
172917331-71;Márcia E I Garcia;MGarc172;Gar809
191544669-82;Márcia H H James;MJame191;Jam906
473527927-57;Cristina F L Ferreira;CFerr473;Fer865
465100924-44;Gustavo M J Parker;GPark465;Par852
322713234-80;Carlos B I Madsen;CMads322;Mad958
162014460-10;Emanuel I L deJesus;EdeJe162;deJ129
229537369-13;Eduardo L H Garcia;EGarc229;Gar804
294332315-34;Leticia E G Carmo;LCarm294;Car938
632362104-94;Gabriela M J Murta;GMurt632;Mur116
231664739-14;Walber M K Garcia;WGarc231;Gar169
196370006-87;Felipe G A Santos;FSant196;San973
330642483-68;Rodrigo F L Moore;RMoor330;Moo172
592325923-39;Cristina I B Leal;CLeal592;Lea878
637267564-20;Rafael C M Dias;RDias637;Dia746
053589526-94;Marcus M G Mandacaru;MMand053;Man573
155040248-94;Emanuel F J Leal;ELeal155;Lea400
462357827-67;Gabriel M L Moreira;GMore462;Mor278
432709678-49;Bruno I D Bryant;BBrya432;Bry916
454303322-10;Eduarda M I Madsen;EMads454;Mad605
216817244-40;Thiago D F Sanders;TSand216;San701
435514301-60;Felipe M K Holland;FHoll435;Hol610
322173618-37;Gilberto C F Teixeira;GTeix322;Tei203
258101721-10;Felipe G D Amaral;FAmar258;Ama796
113244184-03;Jardel G A Teixeira;JTeix113;Tei213
492511019-73;Felipe C F Amaral;FAmar492;Ama565
262610898-80;Richelle I E Damascena;RDama262;Dam981
376060120-12;Carlos C M Barbosa;CBarb376;Bar393
485625817-39;Thiago F D Massula;TMass485;Mas420
444298299-06;Natália I C Madsen;NMads444;Mad638
387005487-88;Jéssica E F Murta;JMurt387;Mur563
433681562-01;João B A Emanuel;JEman433;Ema550
233418308-16;Jéssica I L Ferreira;JFerr233;Fer634
306362534-72;Rafael E A Alves;RAlve306;Alv691
456522867-22;Anna E L Logan;ALoga456;Log240
173776288-16;Richelle B J Magela;RMage173;Mag797
405313440-05;Fernanda D J deJesus;FdeJe405;deJ235
264955694-01;Leticia E I Oliveira;LOliv264;Oli284
398107615-85;Ruver M D Baker;RBake398;Bak432
338938121-13;Isadora I E deJesus;IdeJe338;deJ221
250672309-02;Eduarda L H Duncan;EDunc250;Dun373
302073085-65;Leandro M E Souza;LSouz302;Sou133
559162157-76;Mauro L E Massula;MMass559;Mas748
053577187-73;Eduarda C D Caldas;ECald053;Cal684
088662038-56;Eduardo K M Santos;ESant088;San500
339637119-06;Andressa C E Tavares;ATava339;Tav567
517710178-18;João J D Barros;JBarr517;Bar563
272147828-06;Anna F E Sanders;ASand272;San719
671075289-42;Jardel J F Leal;JLeal671;Lea776
110185486-44;Amália L I Sanders;ASand110;San881
440738863-91;Gabriel J E Baker;GBake440;Bak302
309720810-28;Anna D A Bryant;ABrya309;Bry602
306140720-35;Arthur E K Turner;ATurn306;Tur234
271620549-44;Ruver D B Duncan;RDunc271;Dun380
618764665-14;Felipe F H Santos;FSant618;San360
290322987-69;João A F Amaral;JAmar290;Ama939
200809878-12;Francisco E M Santos;FSant200;San171
338060533-46;Juliana J C Emanuel;JEman338;Ema668
325174282-42;Sandra G D Oliveira;SOliv325;Oli668
474045918-29;Bárbara H A Dawson;BDaws474;Daw524
207017040-31;Nicky C J Moreira;NMore207;Mor799
636519765-36;Gilberto M M Bomfin;GBomf636;Bom884
374842375-57;Jardel I B Martin;JMart374;Mar369
287904731-62;Ruver G H Martins;RMart287;Mar521
071571766-34;Francisco M A Magela;FMage071;Mag505
085707621-56;Richelle K C Martin;RMart085;Mar459
429746363-27;Anna B I Mandacaru;AMand429;Man202
154878130-89;Andressa F A Teixeira;ATeix154;Tei384
534125348-90;João M I Ximenes;JXime534;Xim951
476985585-08;Jonathan A B Emanuel;JEman476;Ema453
664947836-91;Juliana E H Dutra;JDutr664;Dut588
241482992-58;Carlos B H Salah;CSala241;Sal818
306360664-30;Sandra D G Emanuel;SEman306;Ema108
484883835-96;Lucas H F Garcia;LGarc484;Gar824
647153497-39;Luiz D E James;LJame647;Jam692
292830776-73;Orlando G F Turner;OTurn292;Tur128
223191215-06;Cristina K G Parker;CPark223;Par513
160053379-46;Sandra F F Barbosa;SBarb160;Bar430
552388566-35;Pedro K D Tavares;PTava552;Tav932
083530551-94;Anna K B Barbosa;ABarb083;Bar241
080453900-68;Bruno D M Souza;BSouz080;Sou883
105642239-25;Marcus F I Rodrigues;MRodr105;Rod715
599326740-77;Arthur J B Dias;ADias599;Dia548
199033356-29;Francisco G L Heredia;FHere199;Her828
358636661-79;Emanuel C E Murta;EMurt358;Mur806
464100991-24;João I B Avelino;JAvel464;Ave131
285950989-98;Bárbara G G Rodrigues;BRodr285;Rod843
626147359-34;Gustavo B H Oliveira;GOliv626;Oli384
531907261-73;Orclevio I M Martin;OMart531;Mar946
234863261-88;Marcus D D Mandacaru;MMand234;Man442
407202435-09;Rodrigo K G deJesus;RdeJe407;deJ260
380614390-76;Emanuel J A Teixeira;ETeix380;Tei369
177670902-47;Anna A M Saunders;ASaun177;Sau333
261502682-34;Jardel M L Ximenes;JXime261;Xim973
342163643-98;Bruno K F Sanders;BSand342;San691
558115111-52;Isadora K H Avelino;IAvel558;Ave761
228302304-18;Fernanda L M Dawson;FDaws228;Daw408
122645337-26;Cristina D I Donaldson;CDona122;Don586
045352208-24;Orclevio M H Barros;OBarr045;Bar770
381562504-74;Leandro J G Madsen;LMads381;Mad465
529557443-13;Tamara J A Murray;TMurr529;Mur384
338426429-83;Daniela L A Mattos;DMatt338;Mat215
404919627-84;Jéssica B A Leal;JLeal404;Lea430
088120997-00;Nicky M I Carmo;NCarm088;Car157
655452978-91;Carlos D A Dutra;CDutr655;Dut786
221466669-00;Walber F I Domingues;WDomi221;Dom860
377471979-08;Gabriela B F Saunders;GSaun377;Sau699
478506559-77;Leonardo M K Martins;LMart478;Mar317
578457263-50;Fernanda F E Nunes;FNune578;Nun829
259088371-10;Daniela L B Mandacaru;DMand259;Man864
094978477-80;Márcia A J Rodrigues;MRodr094;Rod125
115225703-04;Luiz E E Caldas;LCald115;Cal162
219226664-02;Rodrigo I G Murray;RMurr219;Mur267
266658174-13;Walber K I Avelino;WAvel266;Ave971
292775725-51;Athos M B Ferreira;AFerr292;Fer875
343260345-68;Luiz A J Ferreira;LFerr343;Fer383
348878001-32;Walber D H Murta;WMurt348;Mur420
568031364-29;Carlos I K James;CJame568;Jam789
102475171-73;Beatriz H E Fernandes;BFern102;Fer941
528399590-86;Mauro L E Bomfin;MBomf528;Bom458
585628884-83;Eduarda M A Dutra;EDutr585;Dut229
472759229-97;Felipe M B Teixeira;FTeix472;Tei609
514787549-70;Natália I C Baker;NBake514;Bak287
541817233-56;Sabine D K Ximenes;SXime541;Xim749
558083056-39;Diogo I B Dawson;DDaws558;Daw611
051125445-17;Rogério B H Avelino;RAvel051;Ave525
568359577-46;Eduardo H G Donaldson;EDona568;Don182
091112298-00;Jéssica I C Rodrigues;JRodr091;Rod625
103737925-71;Eduardo D B Bomfin;EBomf103;Bom863
590185257-46;Fernanda G M Tavares;FTava590;Tav407
547594148-27;Jardel B G Duncan;JDunc547;Dun688
314797693-09;Fernanda L M Salah;FSala314;Sal341
467938654-91;Cleber C F Holland;CHoll467;Hol922
446145276-01;Emanuel K J Holland;EHoll446;Hol542
057374492-52;Isadora B C Martins;IMart057;Mar876
576311619-55;Athos B B Dutra;ADutr576;Dut702
450728549-30;Walber L M Souza;WSouz450;Sou478
609321172-05;Rogério D C Bomfin;RBomf609;Bom111
240868667-69;Emanuel L K Barros;EBarr240;Bar988
093288572-87;Luiz K G deJesus;LdeJe093;deJ633
636647428-94;Gustavo D K Fernandes;GFern636;Fer370
330032362-11;Natália E D Turner;NTurn330;Tur252
055137699-70;Bruno J C Moore;BMoor055;Moo711
232322718-31;Mauro C A Emanuel;MEman232;Ema688
494893993-40;Orclevio K D Saunders;OSaun494;Sau134
408867577-82;Rogério C I Domingues;RDomi408;Dom921
633579594-67;Gilberto F L Fernandes;GFern633;Fer528
200268874-80;Gilberto J H Damascena;GDama200;Dam922
495017106-45;Beatriz J L deJesus;BdeJe495;deJ598
168185599-27;Daniela D L Santarém;DSant168;San469
567105549-13;Gabriel B E Silva;GSilv567;Sil779
119915706-32;Eduardo H D Souza;ESouz119;Sou394
630639041-91;Leandro A F Barros;LBarr630;Bar117
311212732-08;Thiago E M Silva;TSilv311;Sil113
213299214-68;Amália I G Oliveira;AOliv213;Oli228
471321219-21;Thiago M H Martin;TMart471;Mar433
607057731-78;Anna J K Sanders;ASand607;San504
244526843-89;Sabine L E Souza;SSouz244;Sou461
410285414-70;Lucas C J Madsen;LMads410;Mad937
197464970-33;Gabriel H J Caldas;GCald197;Cal748
369319840-45;Francisco H C Bryant;FBrya369;Bry790
342715842-31;Emanuel F M Emanuel;EEman342;Ema743
654713865-19;Orclevio D M Alves;OAlve654;Alv666
114680466-53;Daniela E G Rodrigues;DRodr114;Rod855
102114904-98;Jéssica G B Martins;JMart102;Mar872
290521988-24;Richelle K D Duncan;RDunc290;Dun600
137170362-49;Bárbara H H Barbosa;BBarb137;Bar448
523348164-08;Mauro G H Turner;MTurn523;Tur780
502989100-56;Bárbara E E Sanders;BSand502;San674
139614062-75;Luiz G J Oliveira;LOliv139;Oli130
106839573-81;Jéssica D B Bomfin;JBomf106;Bom166
367024407-29;Jonathan G B Martins;JMart367;Mar660
056818827-12;Bárbara D J Marinho;BMari056;Mar282
397082873-10;Leticia D J Emanuel;LEman397;Ema240
505150450-10;Francisco H E Baker;FBake505;Bak170
281785758-88;Leandro F D Saunders;LSaun281;Sau989
526492254-83;Gilberto A E Logan;GLoga526;Log908
588955558-50;Sandra J G Mandacaru;SMand588;Man242
296015263-56;Leonardo L J Teixeira;LTeix296;Tei816
520182832-57;Cleber E A Ferreira;CFerr520;Fer572
071281318-01;Natália B C Nunes;NNune071;Nun580
051556972-56;Sabine J B deJesus;SdeJe051;deJ660
627588559-61;Athos F A Leal;ALeal627;Lea628
675195124-25;Jéssica M G Baker;JBake675;Bak861
290656278-21;Cleber A M Souza;CSouz290;Sou173
353973213-22;Fernanda C C Mandacaru;FMand353;Man946
535197882-51;Lucas K F Ferreira;LFerr535;Fer802
165265611-16;Gabriela J E Oliveira;GOliv165;Oli310
553548883-88;Nicky M M Dias;NDias553;Dia486
087403869-53;Arthur E E Parker;APark087;Par278
601922122-33;Sandra F C Rodrigues;SRodr601;Rod682
272991810-93;Arthur G L Moore;AMoor272;Moo193
242822350-27;Gilberto C L Dias;GDias242;Dia563
540153498-55;Rafael J E Alves;RAlve540;Alv409
316613483-25;Gabriel A L Barbosa;GBarb316;Bar761
281418468-49;Mauro D E Carmo;MCarm281;Car339
144694010-89;Leonardo H A Carmo;LCarm144;Car320
616254171-84;Arthur D B Magela;AMage616;Mag483
268876662-84;Andressa K M Salah;ASala268;Sal124
320067021-78;Anna M H Parker;APark320;Par339
198363730-86;Sabine K F Avelino;SAvel198;Ave540
432790316-72;Gilberto H D Marques;GMarq432;Mar126
232889355-83;Cristina A I Ximenes;CXime232;Xim771
358164566-03;Leticia B C Marinho;LMari358;Mar792
586393258-76;Cleber C J Avelino;CAvel586;Ave485
127163023-85;Arthur E F Martin;AMart127;Mar498
242050168-67;Athos F C Bryant;ABrya242;Bry328
312529001-89;Leandro E H Murta;LMurt312;Mur438
148024092-61;Luiz G J Carmo;LCarm148;Car747
134427826-13;Jardel J J Fernandes;JFern134;Fer465
255695052-15;Márcia E I Mandacaru;MMand255;Man680
256028044-47;Gustavo J A Magela;GMage256;Mag485
132788711-43;Rodrigo D G Marinho;RMari132;Mar707
216903684-33;Jonathan K B Martins;JMart216;Mar640
629357007-81;Gabriela H C Domingues;GDomi629;Dom799
540878821-21;Marcus A J Santarém;MSant540;San269
386120493-72;Nicky F K Mattos;NMatt386;Mat850
428363372-20;Cristina J M Amaral;CAmar428;Ama259
652919282-81;Nicky F J Murta;NMurt652;Mur840
394702825-54;Beatriz C G Teixeira;BTeix394;Tei711
426841447-71;Andressa K L Dawson;ADaws426;Daw802
503842234-72;Cleber I H Baker;CBake503;Bak700
411092038-39;Gabriel F I Barbosa;GBarb411;Bar937
171089391-70;Athos D G Domingues;ADomi171;Dom172
612277370-73;Jonathan D L Garcia;JGarc612;Gar410
315566332-83;Isabela L A Murta;IMurt315;Mur569
377082712-86;Rodrigo L K Tavares;RTava377;Tav541
379292658-90;Jardel J A Sanders;JSand379;San915
618399583-60;Bruno I F Nunes;BNune618;Nun144
328078854-60;Ruver H G Magela;RMage328;Mag883
278763970-22;Jéssica J C Saunders;JSaun278;Sau127
455589141-51;Athos G B Marques;AMarq455;Mar726
096938001-17;Mirella I G Baker;MBake096;Bak586
108164317-14;João D B Santos;JSant108;San247
397865601-49;Sabine I M Salah;SSala397;Sal988
466690683-74;Fernanda K L Amaral;FAmar466;Ama848
431060931-23;Walber K A Rodrigues;WRodr431;Rod691
113574780-22;Eduarda A I Amaral;EAmar113;Ama926
434944473-96;Walber H D Marques;WMarq434;Mar820
087028263-41;Leticia B K Damascena;LDama087;Dam380
598794848-95;Ruver B A Barros;RBarr598;Bar531
205431332-27;Cristina D I Oliveira;COliv205;Oli143
438211553-82;Leticia G B Bomfin;LBomf438;Bom171
058467797-46;Bruno B A Silva;BSilv058;Sil749
364855800-13;Rodrigo H A Garcia;RGarc364;Gar890
576566929-56;Emanuel F M Parker;EPark576;Par780
340308122-08;Arthur B L Marinho;AMari340;Mar612
401950210-94;Daniela A C Heredia;DHere401;Her638
505180804-57;Isabela C A Heredia;IHere505;Her472
618375442-45;Athos D G Amaral;AAmar618;Ama920
073603832-44;Gilberto E C Caldas;GCald073;Cal855
634980105-96;Richelle D K Carmo;RCarm634;Car259
111313482-80;Bruno L J Rodrigues;BRodr111;Rod145
670304050-05;Orlando B B Moreira;OMore670;Mor855
362953408-69;Bruno L C Souza;BSouz362;Sou310
043215711-55;Eduarda E C Martins;EMart043;Mar289
112100065-01;Juliana G B Sanders;JSand112;San319
567666364-01;Sabine C G Silva;SSilv567;Sil252
553225895-45;Mauro M J Massula;MMass553;Mas930
493007225-60;Leticia H C Turner;LTurn493;Tur417
414052654-62;Mirella A H Carmo;MCarm414;Car503
474591966-84;Diogo K J Domingues;DDomi474;Dom871
169833709-48;Rafael B B Teixeira;RTeix169;Tei539
535389885-65;Mauro L I Emanuel;MEman535;Ema558
061127789-69;Orclevio B L Salah;OSala061;Sal755
173134841-11;Jardel G G Barros;JBarr173;Bar599
640061671-86;Marcus B D Ferreira;MFerr640;Fer694
596479678-44;Márcia I M Barros;MBarr596;Bar180
498637918-85;Richelle K J Mandacaru;RMand498;Man235
191778052-62;Isabela E D Mattos;IMatt191;Mat670
162364567-65;Isadora K K Saunders;ISaun162;Sau867
351714322-95;Cristina M A Moore;CMoor351;Moo146
332443885-86;Paula J H Martin;PMart332;Mar478
294501775-92;Rodrigo K A Domingues;RDomi294;Dom818
661249021-07;Athos G M Garcia;AGarc661;Gar207
619465371-26;Natália A A Souza;NSouz619;Sou197
052862113-70;Isabela B A Fernandes;IFern052;Fer674
108829226-73;Marcus I G Barros;MBarr108;Bar277
584664004-13;Fernanda L F Nunes;FNune584;Nun840
609664488-48;Mauro I M Ximenes;MXime609;Xim978
125786838-29;Orlando M I Ferreira;OFerr125;Fer266
387692607-34;Marcus C G Caldas;MCald387;Cal977
481392354-95;João H D Alves;JAlve481;Alv464
067905604-08;Ruver C C Saunders;RSaun067;Sau969
099524456-47;Diogo M D Dias;DDias099;Dia323
101691107-15;Pedro K J Dawson;PDaws101;Daw961
397071771-30;Gilberto H F Martins;GMart397;Mar714
567102610-08;Leticia L H Oliveira;LOliv567;Oli382
596243300-38;Richelle D L Tavares;RTava596;Tav594
515008593-57;Jardel E A Parker;JPark515;Par288
331714469-55;Leticia K L Mattos;LMatt331;Mat126
111060512-83;Nicky J I Moreira;NMore111;Mor945
150208810-78;Sabine I H Teixeira;STeix150;Tei677
175495361-29;Beatriz G A Baker;BBake175;Bak805
588841685-05;Nicky K G Dias;NDias588;Dia243
396913957-30;Jardel K D Souza;JSouz396;Sou229
165084115-17;Leonardo B D Donaldson;LDona165;Don920
637313237-35;Thiago E A Barros;TBarr637;Bar509
133059143-54;Bruno K E Turner;BTurn133;Tur788
206981445-68;Thiago L J Emanuel;TEman206;Ema210
409268052-14;Daniela J E Ximenes;DXime409;Xim896
143229512-75;Gabriela L B Damascena;GDama143;Dam856
311237131-48;Leonardo B M Moreira;LMore311;Mor846
605802277-93;Francisco K H Duncan;FDunc605;Dun896
506538407-61;Sabine E B Damascena;SDama506;Dam480
399502966-13;Paula E M Mandacaru;PMand399;Man336
204253895-45;Fernanda C K Donaldson;FDona204;Don482
131241804-07;Sandra I K Domingues;SDomi131;Dom611
068525045-63;Richelle L J Oliveira;ROliv068;Oli198
405203016-23;Bárbara C K Mandacaru;BMand405;Man432
261761422-90;Paula G I Ferreira;PFerr261;Fer293
250937609-65;Mauro G J Madsen;MMads250;Mad565
194260744-35;Gilberto K F Baker;GBake194;Bak507
181763078-12;Richelle J M Amaral;RAmar181;Ama401
230532495-03;Fernanda E L Barbosa;FBarb230;Bar617
249090604-73;Sabine M K Marques;SMarq249;Mar901
503473488-58;Gabriela B A Moore;GMoor503;Moo139
512387326-09;Juliana K G Marinho;JMari512;Mar344
179701716-50;Walber H C Bomfin;WBomf179;Bom676
072728871-91;Fernanda K D Moore;FMoor072;Moo628
155965140-15;Sabine F L Baker;SBake155;Bak689
176806288-57;Rodrigo B D Nunes;RNune176;Nun501
318644481-23;Daniela C H Massula;DMass318;Mas525
412696276-34;Richelle H D Salah;RSala412;Sal158
574088516-63;Cristina M H Madsen;CMads574;Mad333
453288690-61;Gabriel K I Dutra;GDutr453;Dut203
515566201-16;Pedro F I Sanders;PSand515;San905
094818174-54;Leticia M M Holland;LHoll094;Hol329
419548071-11;Anna G D Tavares;ATava419;Tav765
144363275-42;Juliana L G Holland;JHoll144;Hol577
114527319-76;Leonardo H C Avelino;LAvel114;Ave948
661521898-00;Isabela G B Madsen;IMads661;Mad879
551145564-15;Leonardo C K Turner;LTurn551;Tur645
626758023-50;Gabriela F J Tavares;GTava626;Tav204
085390616-63;Bruno J C Baker;BBake085;Bak345
554735861-99;Tamara M D Madsen;TMads554;Mad615
426947808-57;Amália A D Garcia;AGarc426;Gar305
091786423-84;Fernanda H A Alves;FAlve091;Alv550
134133193-92;Luiz A L Tavares;LTava134;Tav617
238613517-29;Sabine I D Holland;SHoll238;Hol196
314640851-09;Carlos D H Caldas;CCald314;Cal394
177580503-07;Gabriela B I Moore;GMoor177;Moo269
161511085-82;Ruver A L Martins;RMart161;Mar579
377997704-31;Fernanda K B Moore;FMoor377;Moo654
098347461-46;Rogério J C Carmo;RCarm098;Car812
277684119-33;Sandra K C Silva;SSilv277;Sil454
347613552-89;Gabriel L M Parker;GPark347;Par456
630318370-98;Gabriela L D Parker;GPark630;Par320
665468084-08;Gabriela L C Silva;GSilv665;Sil122
498563666-06;Rafael D J Santos;RSant498;San755
311395407-92;Mauro M M Nunes;MNune311;Nun928
250627242-42;Andressa I G Dawson;ADaws250;Daw711
